tj,dev,rearrangement,[<ffffffff813b94d3>],kamezawas,memblock_error,cgrp_css_alloc,pcpu_last_unit_cpu,null,[<ffffffff81aee0fa>],blkio_policy_id,elf:,blk-throttle:,599,->pd_offline_fn,ata_qcflag_active,store_online+0x5d/0xe0,kobject_add_internal+0x107/0x220,romanescu,preepmtion,ffff880011ab1ec0,udma_mask
lethal,dev,ioport_map,null,uniformly,arch/sh/boards/mach-sdk7786/setupo,loads,kernel-provided,framebuffer,pci_set_mwi,lockdep/irqflags,cache-sh4c,sh/r-mobile,------------[,insular,resultant,drivers/video/sh_mobile_lcdcfbo,arent,plan,those,in-place,__xdiv64_32
axel.lin,module_platform_driver,omap4430_phy_init,[sound/soc/soc-coreo],tps65023_reg_con_ctrl2,null,charger-manager:,dcdc3,regulator_voltage,snd_soc_cnew,helpers:,pm860x_codec_handler:,wmi_evaluate_method,led_mute,my_master,drivers/mfd/ab8500-gpadcc:,nuc900_spi_remove,wm8940_register,drivers/gpio/gpio-bt8xxo,those,regulator_list_voltage,ad5380
hch,uselib:,xfs_initialize_vnode,jfs_get_inode_flags,null,everywhere,nicholas,uniformly,elf:,bdi_start_writeback,wb_list,whose,i_iocount,loads,hpfs,helpers:,iattrs,rootflags,xfs_dir_cilookup_result,obfucation,itll,arent
sachin.kamat,dev,nand:,null,speakup/kobjects:,drivers/media/platform/s5p-mfc/s5p_mfc_opr_v6c:572,udl_enc_destroy,framebuffer,------------[,bcm2835_gpio_pins,those,rc5t583:,exynos_drm_fbdev:,smdk_wm8994c,‘s3c_gpio_end’,drivers/thunderbolt/switchc:381:2:,general,ozhcdc,tegra_dma_prep_dma_cyclic,actually,these,3c582647a9f8
bzolnier,{ataatapi}_,ata_device_obs,palm_bk3710,ide_arm_init,smart_read_values,cs5530/sc1200:,jmicron_tuneproc,ide_proc_unregister_port,->qc_issue,ide0=ali14xx|cmd640_vlb|dtc2278|ht6560b|qd65xx|umc8672,ecc_err,post-2626,null,copyrights,config_ide_generic=y,ralink_ate,1tb,helping,pagehighmem,whose,config_rtl8185b
alan,youd,chocolate,null,everywhere,-ac,misdetected,irqpoll,whose,loads,checking/testing,rar:,framebuffer,txmac_err_int_t,fs3270:,star,ventures,itll,arent,plan,those,hidraw_read
ralf,0x500,/home/ralf/src/linux/linux-mips/arch/mips/include/asm/syscallh:60:1:,drivers/video/console/newport_conc:18:,enjoy,usb_hcd_giveback_urb+0x63/0x93,start_kernel+0x3ec/0x404,fight,null,sp_mbits,[<8052b9f8>],everywhere,uprobes:,evm_saa9730_enable_lan_int:,helping,’,kdump:,rela,loads,favor,sound/isa/ad1816a/ad1816a_libc:244:2:,o32/n64
johannes.berg,mvm,youd,reduced/split,null,everywhere,-1408,helping,<book>s,’,18:26:32,normal/generic,eddie,b43:,iwlwifi-next,get_wiphy,------------[,itll,arent,plan,those,/sys/class/devcoredump/devcd/
trond.myklebust,balance_dirty_pages_rate_limited,work-queue,pnfs_insert_layout,nfs4_open_done,de571dac,null,everywhere,do_lookup+0x1a4/0x201,wb_list,rtc_cmos,whose,net/sunrpc/svcsockc:1412:40:,delegation->inode,seqcount/seqlock,downcall,[<c014714d>],008f55d0e019943323c20a03493a2ba5672a4cc8,resultant,nfs_pagein_multi/one,arent,nfs4_proc_access+0x10a/0x176
shemminger,ect0,tokenring:,rearrangement,contemplate,hysdn:,null,grp,decapsulator,ipv6:,neame,loads,favor,optimzation,arent,05,those,8021d,network_device_ops,rather,destination,copper
linux,5288/1:,arch/arm/include/asm/dma-mappingh:40:,null,regulator_get_optional:,everywhere,pd6729c,0x0572:0xcb01, manufacturer=inexio,misdetected,at91_add_device_nand,6892107],whose,f36fdb9f0266,’,hpfs,purdie,pcmciamtdc,framebuffer,cirumstances,------------[,subfeature
bunk,‘tc6393xb_attach_irq’:,drivers/media/dvb/dvb-usb/dibusb-mbc:,null,custom_sched_clock,ipv6:,sctp_assoc_proc_exit,fs/bufferc:cont_expand_zero,vmlinuxotext+0xe56c:,whose,__devexit_ps,favor,sparc64/kernel/:,vdso_do_func_patch{3264},inith,pci_add_new_bus,qla2x00_mem_alloc,sound/oss/sscapec:,lpfc:,arent,usb/serial/ch341c:,eike
hartleys,acquire/free,null,arch_ep93xx,favor,ep93xx_spi_chp_setup,s5920,framebuffer,videobuf2-dma-contig:,yeilds,ata_ering_clear_cb,buf_free,ts72xx_nor_,comedi_unlocked_ioctl,those,non-existant,pcl725:,rather,region_user_info,destination,pci1710,actually
jg1.han,drivers/spi/spi-fsl-dspic:318:21:,nand:,null,ld9040,drivers/mtd/nand/r852c:685:6:,charger-manager:,purdie,sclk_fimd,exynos5_i2c_resume_noirq,framebuffer,drivers/vme/bridges/vme_tsi148c:1298:48:,rc5t583:,&bd->dev,at32ap700x_wdt:,rather,drivers/char/hw_random/exynos-rngc:157:12:,amplitude,these,twl4030_power_configure_resources,printkkern_err,pwm-tipwmss:
akpm,msrc:,ext4_get_group_no_and_offset:,drivers/ata/sata_fslc:337:,null,config_no_idle_hz=n,228,p3/xeon/2mb,ip2main,drivers/usb/serial/ftdi_sioc:881:,[315x],aic7770c,#429:,backup,caught,112,arch/x86/kernel/cpu/mcheck/k7c:52:,fs/fscache/object-listc:105:,sigset,333,[fs/unionfs/unionfsko],drivers/media/video/cafe_ccicc:1444:
rmk+kernel,practise,pcmcia_assabet_init,tiles,piecemeal,list_lru_count_node&sb->s_inode_lru,arch/arm/mach-omap2/vpc,null,everywhere,esdhc_executing_tuning+0x40/0x100,ipv6:,super_cache_scan:,599,whose,selected\n,purdie,kdump:,loads,ossr_m,helpers:,rtc_cmos,incoherent
daniel.vetter,dev,gem_free_object_unlocked,null,ring-base,45e2b5f640b3766da3eda48f6c35f088155c06f3,intel_ddc_probe,non-negative,register:,caught,stress,obey,nouveau:,prerelease,goof-up,sdvo_tv_clock,unmap,https://bugsfreedesktoporg/show_bugcgi?id=64610,double-gtiir,cases:,docs,encoders/outputs
bskeggs,confined,practise,drm/nouveau/aux:,tiles,simultanenously,input-mode;,misrendering,drm/nvd0/therm:,mxms,null,everywhere,entires,mpll,doublescan,loads,nvs295,framebuffer,nva3,strand,itll,arent
acme,piecemeal,llc_frame_alloc,null,5952419837,__pskb_pull,228,map_groupss,9682,copy_user_generic_string,isatty,librt-212so,stress,apply_filters,methods,dccp_ccid3,112,0262,dccp_unhash,3710-116-desktop,perf_sample_cpu,mmap_size;
khali,null,everywhere,misdetected,helping,whose,pagehighmem,loads,favor,usr/include/linux/resourceh:49:,framebuffer,itll,arent,plan,those,clue,24c02,risky,tmp102,months,kmemleak,oddities
torvalds,null,out_wakeup,228,caught,v2614-rc4,2633-rc3,package,unmap,cases:,[,module_info,docs,iso_primary_descriptor,98e6e286d7b01deb7453b717aa38ebb69d6cefc0,silk,recursion,rdtsc,clean-up,ddebug_cleanup,replacement,a
chris,rearrangement,fdi_pll_bios_0,null,[<c103734c>],perf_counterc,touchpad,[<ffffffff8100a720>],neumann,[<f82b11cd>],backup,caught,stress,obey,methods,kref_put_mutex,30ms,wágner,000600fa,premature,package,unmap
neilb,clear_bit_unlock,volatages,rearrangement,svc_sock_put,null,everywhere,ds2780,uniformly,mddev->ctime,whose,extra-long,loads,nfsd_acl_program,get_array_info,arent,nelles,d_add;,raid0_size,plan,poll/select,those
lars,drivers/power/pm2301_chargerc:1013:22:,nand:,null,dapm_create_or_share_mixmux_kcontrol,snd_soc_cnew,adis16251,al-extents,favor,incoherent,framebuffer,of_dma_list,plan,those,ad5380,ignotas,stigge,ad5383,rather,destination,gitignore,general
kaber,tcp_acceptable_seq,host/network,null,copyrights,everywhere,-259,->get_mtu,nlmsghdr,ipv6:,ipv6_skip_exthdr,whose,loads,rearming,warn_on1,nft_log:,------------[,-1392,ipv6_helper,null_compress,plan,those
dhowells,piecemeal,copy_keys,null,00007fb6fb51a7000000,&call->resend_timer{+-}:,tail-called,[<ffffffffa00b671d>],-etime,rises,in-place,fscache_object_slow_work_execute+0x590/0x6bc,register:,drivers/video/aty/aty128fbc:,unregister_key_type,caught,backup,sys_read+0x45/0x6c,methods,net/rxrpc,documentation/circular-bufferstxt,[<ffffffff810af912>]
heiko.carstens,s390/checksum:,null,everywhere,helping,whose,3215:,r-321x,loads,favor,inith,perf_counterc:text+0x56c86:,fs3270:,102030405060708,printk_tick,available_clocksource,page_mask;,1-cycle,05,arent,vmcp,plan
ebiederm,dev,youd,audit_compare_id,null,everywhere,q:,irqpoll,ipv6:,macvlan_uninit,int_signal+0x12/0x17,whose,alloc_pid,helping,hpfs,reiserfs-devel@vgerkernelorg,16s,iattrs,init_irqs,key_user,b592fcfe7f06c15ec11774b5be7ce0de3aa86e73,free_skb
hverkuil,hdpvr_set_audio,work-queue,null,everywhere,403118388],stradis:,ivtv_pci_pg600v2,misdetected,helping,v4l2-ctl/15377:,10960:,framebuffer,------------[,__video_ioctl2,3195:,those,brandt,13371:,>/sys/modules/videobuf2_core/parameters/debug,rather,general
arnd,dev,arch_multi_v7,youd,hysdn:,410f,arch/arm/common/it8152c:288:16:,null,everywhere,dw_dmac:,read_fstruct,usb_lpc32xx,ixp4xx_defconfig,clkdm_sleep,whose,dumber,omap2_mcspi_probe,drivers/tosa:,hpfs,helping,ssize_t,inith
johannes,youd,null,everywhere,iwl_device_cmd,uniformly,incoherent,b43:,sdata->dev->dev_addr,------------[,itll,arent,ifup/ifdown,time-consuming,plan,__regulatory_hint,those,cmd/meta,seqno,rather,mandates,destination
hans.verkuil,null,copyrights,everywhere,drivers/media/usb/usbtv/usbtv-videoc:289:20:,favor,autoclusters,gspca_mars:,framebuffer,spca505:,itll,arent,scenarios:,plan,cx25821_channel,those,reg->size,v4l2_pix_format_mplane,rather,general,media_build/v4l/cx18-alsa-pcmc:156:6:,vl42_plane_pix_format
ak,rearrangement,bkl-removal:,arch/x86_64/pci/k8-busc:32:,2169102,null,everywhere,2923,helping,1tb,loads,arch/x86_64/kernel/,evsel:,mem_uops_retiredsplit_loads,------------[,itll,poll/select,nops,those,rdtscp,zach,libfs
damm,entires,null,divide-by-6,b43:,framebuffer,------------[,mstp703,those,rather,general,warn_slowpath_commo,leds-renesas-tpu,lacking,2631,actually,these,arch_dma_addr_t_64bit,methods,cascaded,config_arch_phys_addr_t_64bit,10304:
oleg,argv_splitempty_or_all_spaces,uprobe_shared_bp,old_idx,->vm_next,signal_struct->thread_head,null,ffffffff8150c000,clean/safe,fight,q:,free_event_filter,uprobes:,->nsproxy,release_taskcurrent,nlmsghdr,for_each_cpucpumask_of_bp,succeds,http://lkmlkernelorg/p/20140715184816ga20495@redhatcom,task_pgrp/task_session,favor,wait_task_inactive:
a.p.zijlstra,alarm5;,tiles,__debug_show_held_locks+0x15/0x27,rcu_read_unlock_specialt;,enjoy,null,shrinking/splitting,unserialized,42469,uprobes:,ipv6:,whose,loads,favor,task/mm_autonuma,228,[<c012af4a>],sched_groups,printk_tick,itll,arent
linus.walleij,intcon,tiles,pxa255-idp,<linux/platform_data/dma-coh901318h>,null,everywhere,pclkuart1,uniformly,q:,78d1632183454dba46ca8295484a5e7603acdc18,helping,purdie,i2c-stu300:,favor,touchpad,------------[,arent,asic/cpu,reform,plan,those
rmk,ioport_map,test_,param_offset,youd,arch/arm/include/asm/dma-mappingh:40:,sys_get_robust_list,memory/lcd/core,null,everywhere,initdata:ek_nand_partition,cpufreq_frequency_table,helping,purdie,whose,loads,__devexit_ps,parenting,sa110/sa1100,memcpy/,framebuffer,arent
kuninori.morimoto.gx,irq_xxxx,null,cpg/fsi-div,sdckcr,------------[,r8a7779h,soundcards,gathered,device/driver,destination,warn_slowpath_commo,sh_pfch,general,platform_device_register_resndata,${linux}/sound/soc/sh/rcar,usbhs_set_device_speed,actually,sru/ssi,these,r8a7740-gether,least
dan.carpenter,dev,practise,gdm7240:,youd,radeon_vm_bo_add,nand:,null,ipv6:,f7d01fd6754c,ssize_t,337056400],dvbdmxfeed->pes_type;,handle_ramdisks,b43:,framebuffer,qla2x00_mem_alloc,arent,ifup/ifdown,-etime,drivers/video/mmp/corec:33:16:,those
benh,dev,memblock_error,fight,null,everywhere,0140,__get_vm_area,helping,udbg_16550,whose,loads,idiocy,framebuffer,touchpad,textinitrefok,arent,plan,rises,those,of_match_node,bangs
randy.dunlap,[sound/soc/soc-coreo],drivers/staging/rtl8192u/ieee80211/rtl819x_baprocc:572:,ssb/sdio:,tracing_support,warninglin2627-g3-kdocfixes//include/net/mac80211h:659:,null,20:28:16,warninglinux-2623-rc1//net/core/devc:3839:,ir_codes_videomate_tv_pvr,rtc_cmos,snd_pcm_new,ssize_t,whose,ipv6_skip_exthdr,hpfs,snd_aci_cmd,cpu_hotplug_driver_unlock,framebuffer,[drivers/media/video/soc_camerako],lro_receive_frags,lpfc:
bfields,rearrangement,xdr_truncate,badname,null,everywhere,double-locks,[<e24de024>],whose,nfs4_file_get_access:,fl_deleg,downcall,seal_alg_des,------------[,itll,arent,05,page_mask;,plan,those,in-place,kfreeing
stern,as1503,deregister,rearrangement,as1304,null,everywhere,grp,purdie,whose,loads,favor,partially-read,after-completion,cirumstances,us_pr_device,arent,time-consuming,onetouch,those,as894,setup-packet
srostedt,__field,undef_trace_include_file,tracing_support,null,arch_jump_label_text_poke_early,__fsnotify_parent;,helping,alloc_pid,loads,ffffffff810d92f5,framebuffer,2dn4,_spin_lock_irqsave;,rcu_dereference_rawftrace_control_list;,utilsh,disable_reader,------------[,ftrace_regex_release+0xba/0x10f,kfree:,set_intr_gate,internel
eric.dumazet,ect0,deregister,caif_device_alloc,global_use,159026609],fight,null,rcr_size,everywhere,54405cde7624,tidptr,lang=c,ipv6:,1f8438a85366,154%,44b8288308ac9d,[c],loads,favor,numa/cache,splicesocket0pipe01281024splice_f_move
alexander.deucher,null,everywhere,mpll,helping,whose,loads,framebuffer,arent,0x82,those,rather,general,re-apply,actually,these,tc,least,rectified,methods,https://bugzillakernelorg/show_bugcgi?id=74551,17
htejun,deregister,piecemeal,null,copyrights,ssize_t,whose,sdevs,port_tf,itll,arent,30gbps,poll/select,rises,udma_mask,those,eh_info/context,clue,overgrew,months,->sff_dev_select,kmemleak
herbert,89a1b249edcf9be884e71f92df84d48355c576aa,netpoll_setup,skcipher_givcrypt_complete,forward/post_routing,null,everywhere,ipv6:,helping,aead:,af_alg_make_sg,whose,ipv6_skip_exthdr,loads,crypto_attr_alg_name,kernel-provided,lro_receive_frags,warn_on1,itll,05,arent,plan
avi,set_cr3,unreserved,null,everywhere,copyrights,ffff88047e5a2550,%sreg/pop,loads,favor,ioperm,incoherent,framebuffer,eddie,resultant,arent,plan,those,nops,risky,inability,rather
ben-linux,nand:,null,4239/1:,copyrights,mpll,regs-rtch,purdie,arch/arm/mach-footbridge/isa-irqc,3246/1:,mini2440:,lcd/framebuffer,s3c2440_set_dsc,framebuffer,e5c06003,arch/arm/mm/proc-macross,resultant,drivers/base/dmapoolc:174:10:,clk_timer_scaler,sleep\n;,those,f8:
jlayton,snd_hda_codec_hdmi,re-get,youd,fp->fi_lock,piecemeal,[<ffffffffa01610e1>],null,everywhere,nfsd4_client_tracking_exit,<piastry@etersoftru,cifs_setup_session,vol->username,-ac,int_signal+0x12/0x17,whose,ms-dtyp,favor,send_nt_cancel,ffff88007b081d48,cache=strict,downcall
g.liakhovetski,work-queue,null,everywhere,whose,quering,b43:,framebuffer,borders,dsitx1,arent,those,regulator_list_voltage,mmc_tmio_core,rather,opclk,mandates,general,soc_camera_platformc,platform_device_register_resndata,lacking,actually
larry.finger,ieee->pdot11dinfo,drivers/staging/rtl8723au/core/rtw_mlme_extc:4199:9:,core/rtw_wlan_utilc,odm_delay_ms,rtl_op_tx+0x9a/0xa0,ed364abffd6e19bec67b7ccda8237213b8b37640,null,everywhere,irqpoll,helping,rtl_ips_nic_on+0x49/0xb0,whose,2624-rc2,loads,drivers/staging/rtl8188eu/core/rtw_br_extc:700:123:,favor,+198,drivers/net/wireless/rtlwifi/rtl8192c/dm_commonc:570:34:,b43:,[<c126f15a>],rtllib_addba12
rjw,acpi_setup_gpe_for_wake,null,everywhere,warn_ontrue,e8665002477f0278f84f898145b1f141ba26ee26,[alexeyystarikovskiy@linuxintelcom:,00%st,whose,i2c-stu300:,loads,rearming,pci_msix_table_size,b43:,itll,arent,05,dont-use-the-lapic-timer,plan,those,masked:,grandchildren
adobriyan,confined,00210097,ioctl_by_bdev+0x38/0x50,null,everywhere,ipv6:,hmac-md5,rtc_cmos,->nsproxy,loads,hpfs,c5dd5078,inith,framebuffer,->rchar,o_excl;,input_report_key:,------------[,===========================================,arent,05
mkrufky,null,mh,dvb-apps,helping,8530:,whose,6161:,snd_pcm_new,loads,favor,dvb-bt8xxh:42:26:,include/asm-generic/pageh:10:,05,plan,those,8951:,[<ffffffff803b959c>],rather,device/driver,tda18271c2,general
tomi.valkeinen,null,everywhere,rfbic,dispc_mgr_get_sync_lost_irq,dsidev->id,encoder-tpd12s015,framebuffer,itll,plan,those,dispc_ovl_check,circumvents,parent-child,rather,device/driver,destination,panel-dpis,omapfb_find_best_mode,general,dss_devices,tiomap4-dss:
sam,youd,null,kconfigd,inith,pci_add_new_bus,scenarios:,those,nops,trance,clue,initdata:timer_over_8254,$objdir/include/asm,consitent,bbc_i2c:,rather,gitignore,destination,2159202,general,[number]+,idpromh
rusty,set_cr3,n/a,&cpu_online_map,null,everywhere,uniformly,__get_vm_area,cpumask_next_and,http://bugzillakernelorg/show_bugcgi?id=14884,&&cmd->abort_work->work{},loads,favor,sched_groups,------------[,itll,arent,plan,packets:,those,in-place,aauint
chris.mason,null,everywhere,helping,loads,favor,16s,read_sys_array,arent,split_leaf,plan,btrfs_root,those,btrfs_space_info,zach,deletions,30593,rather,destination,general,actually,these
laurent.pinchart+renesas,null,favor,rcar_du_plane_update_base,mapbase_str,those,destination,edworthy,sh_pfch,leds-renesas-tpu,lacking,these,caught,least,alias,sh_pfc_config_gpio,checks,polutes,rcar_du_encoder_lvds_data,leds-pwm,unmap,regarding
laurent.pinchart,null,5986:0241,videodev_lock,mt6227,favor,------------[,cbycry,9810:,_clr_set,11948:,those,ext_clk,dspbridge,rather,destination,isp_stat_bufs_alloc,these,least,7720,printkkern_err,methods
bhutchings,sfe4002,advertisements,efx_init_rx_buffers_page,null,everywhere,ipv6:,rx_reset,whose,ethtool_usrip4_spec,renamed;,arent,05,those,in-place,efx_trace,mc_cmd_sensor_info,rather,destination,general,indefinitely,actually
artem.bityutskiy,29%,mtd->block_isbad,hot-path,config_mtd_ubi_beb_limit,mtd->block_markbad,bdi_lock,nand:,null,everywhere,599,mtd4,loads,35328000,drivers/mtd/ubi/wlc:,rootflags,mtd_lock_user_prot_reg,rb_last,itll,plan,__get_mtd_device,those
sfr,dev,_clut,nand:,null,everywhere,ipv6:,1tb,favor,inith,textinitrefok,arent,~csum_ipv6_magic&iph->saddr,those,painfull,of_match_node,non-negative,months,cgrouphs,rather,drivers/staging/brcm80211/brcmsmac/wl_mac80211c:765:2:,actually
tvboxspy,cmd_running,null,kbuild@01org,isr_tbtt,macvdisableprotectmd,those,dvb_stv0299/dvb_pll,ieee80211_stype_cts,vnt_tx_datahead_ab,rather,ccmp_pn,actually,net/cfg80211h,these,least,if/else,fri,methods,112,vnt_submit_rx_urb,bybbpreedrssi
fweisbec,grapg,[<c1090179>],__field,reiserfs_setxattr+0xaa/0xb0,filter_ptr_string,fight,null,everywhere,261339780,0639,perf_counter_nmi_handler,154%,rearming,loads,br_dev_xmit+0x198/0x270,helpers:,this_cpu_inc,do_filp_open+0x81c/0x920,perf_counterc,_spin_lock_irqsave;,c1462604
johan.hedberg,ltk_type_master,null,hci_conn_get,hci_sent_cmd_data:,itll,05,plan,those,hci_rx_work+0xf9/0x295,nul-terminated,hdev->send,rather,destination,mgmt_ev_auth_failed,mgmt_pending_cmd,general,hci_error_remote_user_term,0x0001-0x007f,hci_connc,indefinitely,actually
airlied,firstopen,contemplate,reverse_inull,null,ffffffff810a78ab,dumber,rearming,loads,framebuffer,borders,arent,those,kmemleak,rather,idr_init,dma_quiescent,actually,x86/uv/x2apic:,these,backup,least
fabio.estevam,[<8000864c>],-120,[<8025914c>],0x0:,c7945000,nand:,null,irqpoll,ipv6:,fec_enet_adjust_link+0xdc/0x108,[<8053d2f8>],framebuffer,imx_ssi_driver_init+0x14/0x1c,------------[,warn_slowpath_null+0x24/0x2c,arent,print:,j3,3ds_debugboard:,soundcards,mutex_lock_nested+0x54/0x3a4
swarren,requested/acquired/got,put/get,null,everywhere,‘harmony_pcie_init’:,syncpt_thresh_isr,irqpoll,dapm_create_or_share_mixmux_kcontrol,whose,clk_enable/disable,parenting,framebuffer,touchpad,~2m24s,pll_p_out4,arent,05,plan,those,isl29028,of_match_node
abbotti,null,copyrights,nicholas,whose,loads,labpc_ai_convert_period,tty_threshold_throttle,------------[,dio200_board,comedi_free_subdevice_minor,arent,comedi_unlocked_ioctl,plan,those,abbott],pci-1710hgu,non-negative,months,rather,general,indxsrcb
julia,write_unlock_irqrestore,drivers/net/wireless/p54:,null,everywhere,usb_dir_out,cocciprint_mainfldp0,whose,itere,drivers/video/msm/mdpc:,clk_get@p1,lpfc:,those,powerpc/fsl_rio:,rather,destination,general,container_ofworktfld,actually,irq_ipi,these,least
crope,null,everywhere,copyrights,8971:,pt3_attach_fe:,those,0bda:2838,months,rather,general,dvb_usbh,digitalnow,actually,these,tc,least,u718,checks,45000000sps,si2168:,u64
tony,arch_multi_v7,null,linux-watchdog@vgerkernelorg,copyrights,purdie,device_attach+0x74/0x8c,clk_enable/disable,pinctrl_pm_select_state,rearming,favor,inith,framebuffer,those,driver_register+0x9c/0xe0,ffc0:,ignotas,am37xx-evm,omap3-sbc-t3730dts,kokkonen,omap3-sb-t35dtsi,dpll_data
yongjun_wei,genl,0xffffffff,:go700:,omapdss:,nand:,gre_gro_complete,null,no_console_suspend,loop,wl18xx:,type:,saa7164:,ipv6:,socketc,qlcnic:,omap2_mcspi_probe,octeon-hcdc,kdump:,gives,fsl_of_msi_probe,pmic8xxx-pwrkey
u.kleine-koenig,dev,youd,rtc-mc13783,nand:,null,copyrights,66666100,helping,arwed,mip->mii_func,mtd-rom,those,drivers/net/phy/davicomc:222:,non-negative,non-existant,general,am79c961a:,platform_device_register_resndata,mc13782,actually,these
geert,initramfs:,drivers/i2c/busses/i2c-elektorc:153:,dev,suffix_y,rs_flush_buffer:,nand:,null,everywhere,arch_irqs_disabled_flags,include/linux/timexh:174,rtc_cmos,ssize_t,pagehighmem,’,config_font_8x16,text+0x2c3e:,loads,drivers/mfd/cros_ec_spic:123:,drivers/char/tpm/tpm_atmelh:129:,05,plan
nbd,ah->configspurchans,null,ts->ts_final_idx,loads,favor,b43:,228,cck-enabled,wlan_reason_class3_frame_from_nonassoc_sta,------------[,arent,those,8021d,reg_rmw,seqno,rather,destination,general,actually,these,ar5416/ar91xx
ben,put/get,nand:,null,everywhere,ipv6:,loads,incoherent,favor,snd-aica:,henry,framebuffer,rt{286028703070}sta:,arent,-etime,those,100-,clue,seqno,drivers/media/dvb/mantis/mantis_pcic:25:,months,misclassified
peter.ujfalusi,omap4430_phy_init,davinci_mcasp_pdata,dra7,null,loads,favor,parenting,those,soft-volume,sub-nodes,rather,destination,amplitude,register:,actually,these,tc,dat,least,786b01a8c1db0c0decca55d660a2a3ebd7cfb26b,printkkern_err
kys,overlooked,hv_post_message,get_stor_device,loop,null,newly,routing,step,bios,helping,during,layer,loads,minimize,x86/platform/hyperv:,hid-hyperv:,storvsc_cmd_request,gives,hypervisors,framebuffer,eric
wfp5p,perlcritic,tty_insert_flip_,mcr,real_raw,loop,ringbufferinit,null,cnt_board_struct,layer,qlcnic:,cb_pcimdas_board,b43:,dio200_board,prevented,plain,those,atomic,24,support,pointer,ni_660xregisterdata
gerg,ioport_map,null,grp,copyrights,arch/m68knommu/platform/5307/gpioc:35:3:,mainline:,4388/1:,’,arent,those,rather,destination,general,actually,these,least,methods,phylib,simplar,pt_regs,asm/virtconverth
lee.jones,null,p3_pclk0,aux2,’,kim_gdata->dev_name,resultant,arent,drivers/mfd/ab8500-gpadcc:,plan,those,months,gathered,rather,destination,arch/arm/mach-ux500/cpuc:55:48:,%02x\n,general,pdata_size,actually,these,least
ville.syrjala,omap_drvh,misprinting,multplier,valleyview_crtc_enable,null,everywhere,nicholas,whose,xvmc,framebuffer,gpio_mmio_base,itll,arent,05,those,fbc_fence_off,5994hz,pipe_control_global_gtt_ivb,hsw_compute_wm_parameters,rather,destination
balbi,0324a821029e1f54e7a7f8fed48693cfce42dc0e,‘net2272_queue’:,null,everywhere,ignore_disconnect,helping,loads,------------[,itll,arent,plan,those,nops,kfreeing,compositec,rather,gerlach,actually,these,robustness,least
anton,0x0:,02_new_rulepy,207mhz,&cpu_online_map,config_netfilter_advanced=n,null,everywhere,00%st,ipv6:,charger-manager:,1tb,helping,socklib,loads,kdump:,[c000000bec1833a0],call_do_softirq+0x14/0x24,2590,sd_nodes_per_domain,ppc64_attention_msg,------------[
